draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.nameDisplay.isEmphasized,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.nameDisplay.isEmphasized,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,playerGameAttributes.id,playerGameAttributes.value,teamId,teamAbbreviation,playerGameHash
61027,20689157,Tyrese,Haliburton,Tyrese Haliburton,T. Haliburton,1132825,488094,PG/SG,458,7000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/488094.png,https://dkn.gs/sports/images/nba/players/160/488094.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,31.8,31.8,-2,20th,20,Medium,100,true,23,SAC,1132825-5772711
61027,20689161,Keldon,Johnson,Keldon Johnson,K. Johnson,1134174,33369,PF,461,5400,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33369.png,https://dkn.gs/sports/images/nba/players/160/33369.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,28.0,28.0,-2,25th,25,High,,,24,SAS,1134174-5774049
61027,20689164,Robert,Woodard II,Robert Woodard II,R. Woodard II,1134190,527243,SG/SF,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/527243.png,https://dkn.gs/sports/images/nba/players/160/527243.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,0.8,0.8,-2,2nd,2,Low,,,23,SAC,1134190-5772711
61027,20689169,LJ,Figueroa,LJ Figueroa,L. Figueroa,1134662,591829,SG/SF,459,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32917.png,https://dkn.gs/sports/images/nba/teams/160/32917.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,-2,12th,12,219,-,"",Medium,,,9,GSW,1134662-5772711
61027,20689174,Louis,King,Louis King,L. King,1134732,58875,SF/PF,460,3000,OUT,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/58875.png,https://dkn.gs/sports/images/nba/players/160/58875.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,10.1,10.1,-2,14th,14,Medium,,,23,SAC,1134732-5772711
61027,20689178,Jason,Preston,Jason Preston,J. Preston,1137126,591038,PG,458,3000,OUT,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591038.png,https://dkn.gs/sports/images/nba/players/160/591038.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,-2,26th,26,219,-,"",High,,,12,LAC,1137126-5774049
61027,20689181,Joe,Wieskamp,Joe Wieskamp,J. Wieskamp,1141061,591046,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591046.png,https://dkn.gs/sports/images/nba/players/160/591046.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,1.2,1.2,-2,19th,19,Medium,,,24,SAS,1141061-5774049
61027,20689184,Neemias,Queta,Neemias Queta,N. Queta,1142902,591044,C,462,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591044.png,https://dkn.gs/sports/images/nba/players/160/591044.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,9.8,9.8,-2,1st,1,Low,,,23,SAC,1142902-5772711
61027,20689186,Alen,Smailagic,Alen Smailagic,A. Smailagic,1148770,33062,PF,461,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33062.png,https://dkn.gs/sports/images/nba/players/160/33062.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,-2,5th,5,219,-,"",Low,,,9,GSW,1148770-5772711
61027,20689189,James,Wiseman,James Wiseman,J. Wiseman,1175120,527215,C,462,4200,OUT,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/527215.png,https://dkn.gs/sports/images/nba/players/160/527215.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,-2,26th,26,219,-,"",High,,,9,GSW,1175120-5772711
61027,20689191,Jahmi'us,Ramsey,Jahmi'us Ramsey,J. Ramsey,1182151,527245,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/527245.png,https://dkn.gs/sports/images/nba/players/160/527245.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,4.4,4.4,-2,2nd,2,Low,,,23,SAC,1182151-5772711
61027,20689194,Nico,Mannion,Nico Mannion,N. Mannion,1193675,527258,PG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/527258.png,https://dkn.gs/sports/images/nba/players/160/527258.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,-2,13th,13,219,-,"",Medium,,,9,GSW,1193675-5772711
61027,20689197,DJ,Steward,DJ Steward,D. Steward,1230357,592447,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/players/50/592447.png,https://dkn.gs/sports/images/nba/players/160/592447.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,-2,2nd,2,219,-,"",Low,,,23,SAC,1230357-5772711
61027,20689201,Joshua,Primo,Joshua Primo,J. Primo,1231214,591013,SG,459,3000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/591013.png,https://dkn.gs/sports/images/nba/players/160/591013.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,5.7,5.7,-2,19th,19,Medium,,,24,SAS,1231214-5774049
61027,20689204,Moses,Moody,Moses Moody,M. Moody,1231366,591015,SG,459,3300,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/591015.png,https://dkn.gs/sports/images/nba/players/160/591015.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,4.2,4.2,-2,24th,24,High,,,9,GSW,1231366-5772711
61027,20689207,Keon,Johnson,Keon Johnson,K. Johnson,1231792,591026,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591026.png,https://dkn.gs/sports/images/nba/players/160/591026.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,3.5,3.5,-2,6th,6,Low,,,12,LAC,1231792-5774049
61027,20689210,Brandon,Boston Jr.,Brandon Boston Jr.,B. Boston Jr.,1245906,591055,SG/SF,459,3300,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591055.png,https://dkn.gs/sports/images/nba/players/160/591055.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,9.5,9.5,-2,6th,6,Low,,,12,LAC,1245906-5774049
61027,20689215,Jay,Scrubb,Jay Scrubb,J. Scrubb,1257432,527265,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/527265.png,https://dkn.gs/sports/images/nba/players/160/527265.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,5.8,5.8,-2,6th,6,Low,,,12,LAC,1257432-5774049
61027,20689218,Jonathan,Kuminga,Jonathan Kuminga,J. Kuminga,1271708,590990,PF,461,3500,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/590990.png,https://dkn.gs/sports/images/nba/players/160/590990.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,7.5,7.5,-2,5th,5,Low,100,true,9,GSW,1271708-5772711
61027,20688927,Andre,Iguodala,Andre Iguodala,A. Iguodala,173004,33131,SF,460,3200,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33131.png,https://dkn.gs/sports/images/nba/players/160/33131.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,17.1,17.1,-2,12th,12,Medium,,,9,GSW,173004-5772711
61027,20688930,Thaddeus,Young,Thaddeus Young,T. Young,329683,32958,PF/C,461,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/32958.png,https://dkn.gs/sports/images/nba/players/160/32958.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,16.0,16.0,-2,25th,25,High,,,24,SAS,329683-5774049
61027,20688934,Stephen,Curry,Stephen Curry,S. Curry,338365,33049,PG,458,11800,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33049.png,https://dkn.gs/sports/images/nba/players/160/33049.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,48.5,48.5,-2,13th,13,Medium,100,true,9,GSW,338365-5772711
61027,20688937,Serge,Ibaka,Serge Ibaka,S. Ibaka,456450,33373,PF/C,461,3000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33373.png,https://dkn.gs/sports/images/nba/players/160/33373.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,10.9,10.9,-2,24th,24,High,,,12,LAC,456450-5774049
61027,20688941,Nicolas,Batum,Nicolas Batum,N. Batum,456451,32930,PF/C,461,4500,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32930.png,https://dkn.gs/sports/images/nba/players/160/32930.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,22.3,22.3,-2,10th,10,Medium,100,true,12,LAC,456451-5774049
61027,20688945,Klay,Thompson,Klay Thompson,K. Thompson,457611,33050,SG,459,5700,OUT,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33050.png,https://dkn.gs/sports/images/nba/players/160/33050.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,-2,24th,24,219,-,"",High,,,9,GSW,457611-5772711
61027,20688948,Al-Farouq,Aminu,Al-Farouq Aminu,A. Aminu,457688,33265,PF,461,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33265.png,https://dkn.gs/sports/images/nba/players/160/33265.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,-2,25th,25,219,-,"",High,,,24,SAS,457688-5774049
61027,20688951,Reggie,Jackson,Reggie Jackson,R. Jackson,462444,33034,PG,458,7600,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33034.png,https://dkn.gs/sports/images/nba/players/160/33034.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,30.4,30.4,-2,26th,26,High,100,true,12,LAC,462444-5774049
61027,20688954,Draymond,Green,Draymond Green,D. Green,468895,33052,PF/C,461,7100,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33052.png,https://dkn.gs/sports/images/nba/players/160/33052.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,32.4,32.4,-2,5th,5,Low,100,true,9,GSW,468895-5772711
61027,20688958,Marcus,Morris Sr.,Marcus Morris Sr.,M. Morris Sr.,469089,33231,SF/PF,460,5600,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33231.png,https://dkn.gs/sports/images/nba/players/160/33231.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,24.7,24.7,-2,24th,24,High,,,12,LAC,469089-5774049
61027,20688962,Paul,George,Paul George,P. George,469218,33100,SG/SF,459,10800,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33100.png,https://dkn.gs/sports/images/nba/players/160/33100.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,46.3,46.3,-2,10th,10,Medium,100,true,12,LAC,469218-5774049
61027,20688967,Eric,Bledsoe,Eric Bledsoe,E. Bledsoe,509449,33175,PG,458,4700,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33175.png,https://dkn.gs/sports/images/nba/players/160/33175.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,22.5,22.5,-2,26th,26,High,,,12,LAC,509449-5774049
61027,20688970,Kawhi,Leonard,Kawhi Leonard,K. Leonard,512591,33102,PF,461,10000,OUT,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33102.png,https://dkn.gs/sports/images/nba/players/160/33102.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,-2,24th,24,219,-,"",High,,,12,LAC,512591-5774049
61027,20688973,Nemanja,Bjelica,Nemanja Bjelica,N. Bjelica,550431,33335,PF/C,461,3600,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33335.png,https://dkn.gs/sports/images/nba/players/160/33335.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,15.9,15.9,-2,26th,26,High,,,9,GSW,550431-5772711
61027,20688977,Harrison,Barnes,Harrison Barnes,H. Barnes,552336,33337,SF/PF,460,6000,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33337.png,https://dkn.gs/sports/images/nba/players/160/33337.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,31.5,31.5,-2,25th,25,High,100,true,23,SAC,552336-5772711
61027,20688981,Tristan,Thompson,Tristan Thompson,T. Thompson,552806,32979,C,462,4300,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32979.png,https://dkn.gs/sports/images/nba/players/160/32979.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,16.2,16.2,-2,1st,1,Low,100,true,23,SAC,552806-5772711
61027,20688983,Doug,McDermott,Doug McDermott,D. McDermott,554804,33087,SF,460,3700,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33087.png,https://dkn.gs/sports/images/nba/players/160/33087.png,"","",5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,5774049,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-12-21T03:30:00.0000000Z,219,17.2,17.2,-2,9th,9,Low,,,24,SAS,554804-5774049
61027,20688986,Juan,Toscano-Anderson,Juan Toscano-Anderson,J. Toscano-Anderson,601511,58887,PF,461,4000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/58887.png,https://dkn.gs/sports/images/nba/players/160/58887.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,13.2,13.2,-2,5th,5,Low,,,9,GSW,601511-5772711
61027,20688989,Damion,Lee,Damion Lee,D. Lee,609081,33057,SG/SF,459,3800,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33057.png,https://dkn.gs/sports/images/nba/players/160/33057.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,14.6,14.6,-2,24th,24,High,100,true,9,GSW,609081-5772711
61027,20688994,Otto,Porter Jr.,Otto Porter Jr.,O. Porter Jr.,609256,32961,SF/PF,460,3700,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32961.png,https://dkn.gs/sports/images/nba/players/160/32961.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,17.6,17.6,-2,12th,12,Medium,,,9,GSW,609256-5772711
61027,20688998,Moe,Harkless,Moe Harkless,M. Harkless,609843,33103,SF/PF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33103.png,https://dkn.gs/sports/images/nba/players/160/33103.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,9.5,9.5,-2,25th,25,High,,,23,SAC,609843-5772711
61027,20689002,Alex,Len,Alex Len,A. Len,616982,32837,C,462,3800,OUT,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/32837.png,https://dkn.gs/sports/images/nba/players/160/32837.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,15.0,15.0,-2,1st,1,Low,,,23,SAC,616982-5772711
61027,20689004,Richaun,Holmes,Richaun Holmes,R. Holmes,695069,33340,C,462,6200,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33340.png,https://dkn.gs/sports/images/nba/players/160/33340.png,"","",5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,5772711,SAC @ GSW,SAC, @ ,GSW,TRUE,2021-12-21T03:00:00.0000000Z,219,30.0,30.0,-2,1st,1,Low,,,23,SAC,695069-5772711
