draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.isEmphasized,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.isEmphasized,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,playerGameAttributes.id,playerGameAttributes.value,teamId,teamAbbreviation,playerGameHash
63753,21347247,Deandre,Ayton,Deandre Ayton,D. Ayton,1061507,33312,C,462,6600,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33312.png,https://dkn.gs/sports/images/nba/players/160/33312.png,"","",5777607,LAC @ PHX,LAC,TRUE, @ ,PHX,2022-02-16T03:00:00.0000000Z,5777607,LAC @ PHX,LAC,TRUE, @ ,PHX,2022-02-16T03:00:00.0000000Z,219,34.5,34.5,-2,19th,19,Medium,,,21,PHX,1061507-5777607
63753,21348001,McKinley,Wright IV,McKinley Wright IV,M. Wright IV,1061526,591857,PG,458,3000,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/591857.png,https://dkn.gs/sports/images/nba/players/160/591857.png,"","",5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,219,2.2,2.2,-2,9th,9,Low,,,16,MIN,1061526-5775729
63753,21347366,Herbert,Jones,Herbert Jones,H. Jones,1061638,591040,PF,461,5000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/591040.png,https://dkn.gs/sports/images/nba/players/160/591040.png,"","",5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,219,22.1,22.1,-2,5th,5,Low,,,3,NOP,1061638-5776683
63753,21347895,John,Petty Jr.,John Petty Jr.,J. Petty Jr.,1061640,591145,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32938.png,https://dkn.gs/sports/images/nba/teams/160/32938.png,"","",5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,-2,5th,5,219,-,"",Low,,,3,NOP,1061640-5776683
63753,21348016,Collin,Sexton,Collin Sexton,C. Sexton,1061642,32987,PG,458,3000,OUT,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/32987.png,https://dkn.gs/sports/images/nba/players/160/32987.png,"","",5771577,CLE @ ATL,CLE,TRUE, @ ,ATL,2022-02-16T00:30:00.0000000Z,5771577,CLE @ ATL,CLE,TRUE, @ ,ATL,2022-02-16T00:30:00.0000000Z,219,24.1,24.1,-2,28th,28,High,,,5,CLE,1061642-5771577
63753,21347145,Ja,Morant,Ja Morant,J. Morant,1065906,33147,PG,458,9500,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33147.png,https://dkn.gs/sports/images/nba/players/160/33147.png,"","",5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,219,46.6,46.6,-2,19th,19,Medium,,,29,MEM,1065906-5776683
63753,21347915,Isaiah,Miller,Isaiah Miller,I. Miller,1066709,591855,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/players/50/591855.png,https://dkn.gs/sports/images/nba/players/160/591855.png,"","",5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,-2,25th,25,219,-,"",High,,,16,MIN,1066709-5775729
63753,21347789,Daniel,Theis,Daniel Theis,D. Theis,1066725,32879,C,462,3000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32879.png,https://dkn.gs/sports/images/nba/players/160/32879.png,"","",5776995,BOS @ PHI,BOS,TRUE, @ ,PHI,2022-02-16T00:30:00.0000000Z,5776995,BOS @ PHI,BOS,TRUE, @ ,PHI,2022-02-16T00:30:00.0000000Z,219,17.9,17.9,-2,4th,4,Low,,,2,BOS,1066725-5776995
63753,21347927,M.J.,Walker,M.J. Walker,M. Walker,1067656,591860,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591860.png,https://dkn.gs/sports/images/nba/players/160/591860.png,"","",5777607,LAC @ PHX,LAC,TRUE, @ ,PHX,2022-02-16T03:00:00.0000000Z,5777607,LAC @ PHX,LAC,TRUE, @ ,PHX,2022-02-16T03:00:00.0000000Z,219,3.4,3.4,-2,27th,27,High,,,21,PHX,1067656-5777607
63753,21347385,Jarred,Vanderbilt,Jarred Vanderbilt,J. Vanderbilt,1067852,33027,PF/C,461,4700,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33027.png,https://dkn.gs/sports/images/nba/players/160/33027.png,"","",5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,219,24.4,24.4,-2,29th,29,High,,,16,MIN,1067852-5775729
63753,21347805,Nick,Richards,Nick Richards,N. Richards,1067853,527249,C,462,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/527249.png,https://dkn.gs/sports/images/nba/players/160/527249.png,"","",5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,219,7.4,7.4,-2,24th,24,High,,,5312,CHA,1067853-5775729
63753,21348046,Kevin,Knox II,Kevin Knox II,K. Knox II,1067854,33241,PF,461,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33241.png,https://dkn.gs/sports/images/nba/players/160/33241.png,"","",5771577,CLE @ ATL,CLE,TRUE, @ ,ATL,2022-02-16T00:30:00.0000000Z,5771577,CLE @ ATL,CLE,TRUE, @ ,ATL,2022-02-16T00:30:00.0000000Z,219,5.9,5.9,-2,11th,11,Medium,,,1,ATL,1067854-5771577
63753,21347359,PJ,Washington,PJ Washington,P. Washington,1067857,32950,PF/C,461,5000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32950.png,https://dkn.gs/sports/images/nba/players/160/32950.png,"","",5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,219,23.2,23.2,-2,17th,17,Medium,,,5312,CHA,1067857-5775729
63753,21347919,Matt,Lewis,Matt Lewis,M. Lewis,1070360,591854,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/players/50/591854.png,https://dkn.gs/sports/images/nba/players/160/591854.png,"","",5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,-2,25th,25,219,-,"",High,,,16,MIN,1070360-5775729
63753,21347555,Maxi,Kleber,Maxi Kleber,M. Kleber,1072048,33003,PF/C,461,3500,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33003.png,https://dkn.gs/sports/images/nba/players/160/33003.png,"","",5775537,DAL @ MIA,DAL,TRUE, @ ,MIA,2022-02-16T00:30:00.0000000Z,5775537,DAL @ MIA,DAL,TRUE, @ ,MIA,2022-02-16T00:30:00.0000000Z,219,20.0,20.0,-2,1st,1,Low,,,6,DAL,1072048-5775537
63753,21348172,Brian,Bowen II,Brian Bowen II,B. Bowen II,1076188,58903,SF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/58903.png,https://dkn.gs/sports/images/nba/players/160/58903.png,"","",5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,-2,28th,28,219,-,"",High,,,16,MIN,1076188-5775729
63753,21347734,Jordan,Nwora,Jordan Nwora,J. Nwora,1076189,36556,PF,461,3000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/36556.png,https://dkn.gs/sports/images/nba/players/160/36556.png,"","",5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,219,16.1,16.1,-2,4th,4,Low,,,15,MIL,1076189-5775549
63753,21347300,Oshae,Brissett,Oshae Brissett,O. Brissett,1076192,58923,PF/C,461,5400,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/58923.png,https://dkn.gs/sports/images/nba/players/160/58923.png,"","",5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,219,16.1,16.1,-2,20th,20,Medium,,,11,IND,1076192-5775549
63753,21347661,Paul,Reed,Paul Reed,P. Reed,1076238,527268,PF/C,461,3100,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/527268.png,https://dkn.gs/sports/images/nba/players/160/527268.png,"","",5776995,BOS @ PHI,BOS,TRUE, @ ,PHI,2022-02-16T00:30:00.0000000Z,5776995,BOS @ PHI,BOS,TRUE, @ ,PHI,2022-02-16T00:30:00.0000000Z,219,8.7,8.7,-2,1st,1,Low,,,20,PHI,1076238-5776995
63753,21347951,Jalen,Crutcher,Jalen Crutcher,J. Crutcher,1076269,592426,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32904.png,https://dkn.gs/sports/images/nba/teams/160/32904.png,"","",5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,-2,28th,28,219,-,"",High,,,5312,CHA,1076269-5775729
63753,21348193,Yves,Pons,Yves Pons,Y. Pons,1077502,592422,SF,460,3000,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/592422.png,https://dkn.gs/sports/images/nba/players/160/592422.png,"","",5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,219,1.4,1.4,-2,8th,8,Low,,,29,MEM,1077502-5776683
63753,21347453,Terry,Taylor,Terry Taylor,T. Taylor,1077609,591839,SF/PF,460,4200,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/591839.png,https://dkn.gs/sports/images/nba/players/160/591839.png,"","",5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,219,19.9,19.9,-2,-,"",,,,11,IND,1077609-5775549
63753,21347230,Jaren,Jackson Jr.,Jaren Jackson Jr.,J. Jackson Jr.,1078662,33142,PF/C,461,7200,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33142.png,https://dkn.gs/sports/images/nba/players/160/33142.png,"","",5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,219,32.5,32.5,-2,2nd,2,Low,,,29,MEM,1078662-5776683
63753,21347799,Xavier,Tillman,Xavier Tillman,X. Tillman,1078665,527253,C,462,3000,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/527253.png,https://dkn.gs/sports/images/nba/players/160/527253.png,"","",5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,219,12.3,12.3,-2,22nd,22,High,,,29,MEM,1078665-5776683
63753,21347978,Jarrett,Culver,Jarrett Culver,J. Culver,1078671,33204,SG/SF,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33204.png,https://dkn.gs/sports/images/nba/players/160/33204.png,"","",5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,219,8.4,8.4,-2,19th,19,Medium,,,29,MEM,1078671-5776683
63753,21347676,Haywood,Highsmith,Haywood Highsmith,H. Highsmith,1083019,33301,SG,459,3000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33301.png,https://dkn.gs/sports/images/nba/players/160/33301.png,"","",5775537,DAL @ MIA,DAL,TRUE, @ ,MIA,2022-02-16T00:30:00.0000000Z,5775537,DAL @ MIA,DAL,TRUE, @ ,MIA,2022-02-16T00:30:00.0000000Z,219,5.6,5.6,-2,2nd,2,Low,,,14,MIA,1083019-5775537
63753,21347923,Jaylen,Nowell,Jaylen Nowell,J. Nowell,1089562,33205,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33205.png,https://dkn.gs/sports/images/nba/players/160/33205.png,"","",5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,219,15.3,15.3,-2,9th,9,Low,,,16,MIN,1089562-5775729
63753,21347123,Luka,Doncic,Luka Doncic,L. Doncic,1121277,33005,PG,458,12000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33005.png,https://dkn.gs/sports/images/nba/players/160/33005.png,"","",5775537,DAL @ MIA,DAL,TRUE, @ ,MIA,2022-02-16T00:30:00.0000000Z,5775537,DAL @ MIA,DAL,TRUE, @ ,MIA,2022-02-16T00:30:00.0000000Z,219,56.2,56.2,-2,1st,1,Low,100,true,6,DAL,1121277-5775537
63753,21347835,Arnoldas,Kulboka,Arnoldas Kulboka,A. Kulboka,1121345,58799,SF/PF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/58799.png,https://dkn.gs/sports/images/nba/players/160/58799.png,"","",5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,5775729,CHA @ MIN,CHA,TRUE, @ ,MIN,2022-02-16T01:00:00.0000000Z,219,0.0,0.0,-2,19th,19,Medium,,,5312,CHA,1121345-5775729
63753,21348067,Emanuel,Terry,Emanuel Terry,E. Terry,1122290,58981,PF,461,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/58981.png,https://dkn.gs/sports/images/nba/players/160/58981.png,"","",5777607,LAC @ PHX,LAC,TRUE, @ ,PHX,2022-02-16T03:00:00.0000000Z,5777607,LAC @ PHX,LAC,TRUE, @ ,PHX,2022-02-16T03:00:00.0000000Z,219,7.1,7.1,-2,18th,18,Medium,,,21,PHX,1122290-5777607
63753,21347181,Zion,Williamson,Zion Williamson,Z. Williamson,1132025,33223,C,462,8100,OUT,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33223.png,https://dkn.gs/sports/images/nba/players/160/33223.png,"","",5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,-2,15th,15,219,-,"",Medium,,,3,NOP,1132025-5776683
63753,21348130,Nate,Hinton,Nate Hinton,N. Hinton,1132573,529621,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/529621.png,https://dkn.gs/sports/images/nba/players/160/529621.png,"","",5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,219,-0.3,-0.3,-2,22nd,22,High,,,11,IND,1132573-5775549
63753,21347811,Feron,Hunt,Feron Hunt,F. Hunt,1132598,591830,SF/PF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591830.png,https://dkn.gs/sports/images/nba/players/160/591830.png,"","",5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,-2,12th,12,219,-,"",Medium,,,3,NOP,1132598-5776683
63753,21347164,Tyrese,Haliburton,Tyrese Haliburton,T. Haliburton,1132825,488094,PG/SG,458,8500,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/488094.png,https://dkn.gs/sports/images/nba/players/160/488094.png,"","",5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,219,35.8,35.8,-2,17th,17,Medium,,,11,IND,1132825-5775549
63753,21347478,Jalen,Smith,Jalen Smith,J. Smith,1133792,527222,PF,461,3900,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/527222.png,https://dkn.gs/sports/images/nba/players/160/527222.png,"","",5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,219,14.8,14.8,-2,20th,20,Medium,,,11,IND,1133792-5775549
63753,21347867,Aaron,Henry,Aaron Henry,A. Henry,1133812,591065,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591065.png,https://dkn.gs/sports/images/nba/players/160/591065.png,"","",5776995,BOS @ PHI,BOS,TRUE, @ ,PHI,2022-02-16T00:30:00.0000000Z,5776995,BOS @ PHI,BOS,TRUE, @ ,PHI,2022-02-16T00:30:00.0000000Z,219,1.0,1.0,-2,3rd,3,Low,,,20,PHI,1133812-5776995
63753,21347494,Duane,Washington Jr.,Duane Washington Jr.,D. Washington Jr.,1133864,591067,SG,459,3900,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591067.png,https://dkn.gs/sports/images/nba/players/160/591067.png,"","",5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,5775549,IND @ MIL,IND,TRUE, @ ,MIL,2022-02-16T01:00:00.0000000Z,219,15.9,15.9,-2,22nd,22,High,,,11,IND,1133864-5775549
63753,21347899,Kira,Lewis Jr.,Kira Lewis Jr.,K. Lewis Jr.,1134005,527224,PG/SG,458,3000,OUT,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/527224.png,https://dkn.gs/sports/images/nba/players/160/527224.png,"","",5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,5776683,MEM @ NOP,MEM,TRUE, @ ,NOP,2022-02-16T01:00:00.0000000Z,219,11.7,11.7,-2,21st,21,Medium,,,3,NOP,1134005-5776683
