draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.isEmphasized,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.isEmphasized,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,teamId,teamAbbreviation,playerGameHash,playerGameAttributes.id,playerGameAttributes.value
58792,19985699,Lonnie,Walker IV,Lonnie Walker IV,L. Walker IV,1060928,33365,SG/SF,459,4400,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33365.png,https://dkn.gs/sports/images/nba/players/160/33365.png,"","",5776929,DAL @ SAS,DAL,TRUE, @ ,SAS,2021-11-04T00:30:00.0000000Z,5776929,DAL @ SAS,DAL,TRUE, @ ,SAS,2021-11-04T00:30:00.0000000Z,219,23.3,23.3,-2,18th,18,Medium,24,SAS,1060928-5776929,,
58792,19985291,Trae,Young,Trae Young,T. Young,1060978,32850,PG,458,9500,Q,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32850.png,https://dkn.gs/sports/images/nba/players/160/32850.png,"","",5771019,ATL @ BKN,ATL,TRUE, @ ,BKN,2021-11-03T23:30:00.0000000Z,5771019,ATL @ BKN,ATL,TRUE, @ ,BKN,2021-11-03T23:30:00.0000000Z,219,42.7,42.7,-2,4th,4,Low,1,ATL,1060978-5771019,,
58792,19986269,RJ,Nembhard,RJ Nembhard,R. Nembhard,1060982,591148,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32908.png,https://dkn.gs/sports/images/nba/teams/160/32908.png,"","",5771661,POR @ CLE,POR,TRUE, @ ,CLE,2021-11-03T23:00:00.0000000Z,5771661,POR @ CLE,POR,TRUE, @ ,CLE,2021-11-03T23:00:00.0000000Z,219,3.5,3.5,-2,10th,10,Medium,5,CLE,1060982-5771661,,
58792,19986364,McKinley,Wright IV,McKinley Wright IV,M. Wright IV,1061526,591857,PG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32935.png,https://dkn.gs/sports/images/nba/teams/160/32935.png,"","",5775375,LAC @ MIN,LAC,TRUE, @ ,MIN,2021-11-04T00:00:00.0000000Z,5775375,LAC @ MIN,LAC,TRUE, @ ,MIN,2021-11-04T00:00:00.0000000Z,219,3.0,3.0,-2,26th,26,High,16,MIN,1061526-5775375,,
58792,19986559,Ethan,Thompson,Ethan Thompson,E. Thompson,1061538,591821,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32906.png,https://dkn.gs/sports/images/nba/teams/160/32906.png,"","",5776569,CHI @ PHI,CHI,TRUE, @ ,PHI,2021-11-03T23:00:00.0000000Z,5776569,CHI @ PHI,CHI,TRUE, @ ,PHI,2021-11-03T23:00:00.0000000Z,-2,-,"",219,-,"",,4,CHI,1061538-5776569,,
58792,19985936,Herbert,Jones,Herbert Jones,H. Jones,1061638,591040,SF,460,3400,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/teams/50/32938.png,https://dkn.gs/sports/images/nba/teams/160/32938.png,"","",5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,219,13.9,13.9,-2,9th,9,Low,3,NOP,1061638-5773527,,
58792,19986898,John,Petty Jr.,John Petty Jr.,J. Petty Jr.,1061640,591145,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32938.png,https://dkn.gs/sports/images/nba/teams/160/32938.png,"","",5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,-2,13th,13,219,-,"",Medium,3,NOP,1061640-5773527,,
58792,19985476,Collin,Sexton,Collin Sexton,C. Sexton,1061642,32987,PG/SG,458,6300,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32987.png,https://dkn.gs/sports/images/nba/players/160/32987.png,"","",5771661,POR @ CLE,POR,TRUE, @ ,CLE,2021-11-03T23:00:00.0000000Z,5771661,POR @ CLE,POR,TRUE, @ ,CLE,2021-11-03T23:00:00.0000000Z,219,25.5,25.5,-2,15th,15,Medium,5,CLE,1061642-5771661,,
58792,19985643,Daniel,Gafford,Daniel Gafford,D. Gafford,1061647,32976,C,462,4700,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/teams/50/32962.png,https://dkn.gs/sports/images/nba/teams/160/32962.png,"","",5772795,TOR @ WAS,TOR,TRUE, @ ,WAS,2021-11-03T23:00:00.0000000Z,5772795,TOR @ WAS,TOR,TRUE, @ ,WAS,2021-11-03T23:00:00.0000000Z,219,18.0,18.0,-2,15th,15,Medium,27,WAS,1061647-5772795,,
58792,19985799,Chuma,Okeke,Chuma Okeke,C. Okeke,1061658,33281,SF/PF,460,4000,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/teams/50/32945.png,https://dkn.gs/sports/images/nba/teams/160/32945.png,"","",5775951,BOS @ ORL,BOS,TRUE, @ ,ORL,2021-11-03T23:00:00.0000000Z,5775951,BOS @ ORL,BOS,TRUE, @ ,ORL,2021-11-03T23:00:00.0000000Z,219,11.1,11.1,-2,29th,29,High,19,ORL,1061658-5775951,,
58792,19985821,Davion,Mitchell,Davion Mitchell,D. Mitchell,1061659,591009,PG,458,3800,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32954.png,https://dkn.gs/sports/images/nba/teams/160/32954.png,"","",5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,219,16.7,16.7,-2,20th,20,Medium,23,SAC,1061659-5773527,,
58792,19985832,Nicolas,Claxton,Nicolas Claxton,N. Claxton,1061682,32924,C,462,3800,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32924.png,https://dkn.gs/sports/images/nba/players/160/32924.png,"","",5771019,ATL @ BKN,ATL,TRUE, @ ,BKN,2021-11-03T23:30:00.0000000Z,5771019,ATL @ BKN,ATL,TRUE, @ ,BKN,2021-11-03T23:30:00.0000000Z,219,16.1,16.1,-2,18th,18,Medium,17,BKN,1061682-5771019,,
58792,19986302,Brandon,Rachal,Brandon Rachal,B. Rachal,1061693,591887,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32902.png,https://dkn.gs/sports/images/nba/teams/160/32902.png,"","",5771019,ATL @ BKN,ATL,TRUE, @ ,BKN,2021-11-03T23:30:00.0000000Z,5771019,ATL @ BKN,ATL,TRUE, @ ,BKN,2021-11-03T23:30:00.0000000Z,-2,7th,7,219,-,"",Low,17,BKN,1061693-5771019,,
58792,19985494,Michael,Porter Jr.,Michael Porter Jr.,M. Porter Jr.,1061724,33026,SF,460,6100,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33026.png,https://dkn.gs/sports/images/nba/players/160/33026.png,"","",5774679,DEN @ MEM,DEN,TRUE, @ ,MEM,2021-11-04T00:00:00.0000000Z,5774679,DEN @ MEM,DEN,TRUE, @ ,MEM,2021-11-04T00:00:00.0000000Z,219,25.5,25.5,-2,29th,29,High,7,DEN,1061724-5774679,,
58792,19986168,Jeremiah,Tilmon,Jeremiah Tilmon,J. Tilmon,1061726,591867,SF/PF,460,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32945.png,https://dkn.gs/sports/images/nba/teams/160/32945.png,"","",5775951,BOS @ ORL,BOS,TRUE, @ ,ORL,2021-11-03T23:00:00.0000000Z,5775951,BOS @ ORL,BOS,TRUE, @ ,ORL,2021-11-03T23:00:00.0000000Z,-2,4th,4,219,-,"",Medium,19,ORL,1061726-5775951,,
58792,19986234,Jordan,Goodwin,Jordan Goodwin,J. Goodwin,1062104,591847,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32962.png,https://dkn.gs/sports/images/nba/teams/160/32962.png,"","",5772795,TOR @ WAS,TOR,TRUE, @ ,WAS,2021-11-03T23:00:00.0000000Z,5772795,TOR @ WAS,TOR,TRUE, @ ,WAS,2021-11-03T23:00:00.0000000Z,-2,18th,18,219,-,"",High,27,WAS,1062104-5772795,,
58792,19986228,Jordan,Schakel,Jordan Schakel,J. Schakel,1062275,592415,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32962.png,https://dkn.gs/sports/images/nba/teams/160/32962.png,"","",5772795,TOR @ WAS,TOR,TRUE, @ ,WAS,2021-11-03T23:00:00.0000000Z,5772795,TOR @ WAS,TOR,TRUE, @ ,WAS,2021-11-03T23:00:00.0000000Z,-2,18th,18,219,-,"",High,27,WAS,1062275-5772795,,
58792,19985298,Ja,Morant,Ja Morant,J. Morant,1065906,33147,PG,458,9300,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33147.png,https://dkn.gs/sports/images/nba/players/160/33147.png,"","",5774679,DEN @ MEM,DEN,TRUE, @ ,MEM,2021-11-04T00:00:00.0000000Z,5774679,DEN @ MEM,DEN,TRUE, @ ,MEM,2021-11-04T00:00:00.0000000Z,219,49.7,49.7,-2,16th,16,Medium,29,MEM,1065906-5774679,,
58792,19986353,Isaiah,Miller,Isaiah Miller,I. Miller,1066709,591855,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32935.png,https://dkn.gs/sports/images/nba/teams/160/32935.png,"","",5775375,LAC @ MIN,LAC,TRUE, @ ,MIN,2021-11-04T00:00:00.0000000Z,5775375,LAC @ MIN,LAC,TRUE, @ ,MIN,2021-11-04T00:00:00.0000000Z,-2,2nd,2,219,-,"",Low,16,MIN,1066709-5775375,,
58792,19986314,RaiQuan,Gray,RaiQuan Gray,R. Gray,1067652,591063,PF,461,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32902.png,https://dkn.gs/sports/images/nba/teams/160/32902.png,"","",5771019,ATL @ BKN,ATL,TRUE, @ ,BKN,2021-11-03T23:30:00.0000000Z,5771019,ATL @ BKN,ATL,TRUE, @ ,BKN,2021-11-03T23:30:00.0000000Z,-2,19th,19,219,-,"",Medium,17,BKN,1067652-5771019,,
58792,19986631,M.J.,Walker,M.J. Walker,M. Walker,1067656,591860,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32940.png,https://dkn.gs/sports/images/nba/teams/160/32940.png,"","",5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,-2,15th,15,219,-,"",Medium,18,NYK,1067656-5773611,,
58792,19985452,Nickeil,Alexander-Walker,Nickeil Alexander-Walker,N. Alexander-Walker,1067668,33225,PG/SG,458,6600,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33225.png,https://dkn.gs/sports/images/nba/players/160/33225.png,"","",5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,219,30.4,30.4,-2,26th,26,High,3,NOP,1067668-5773527,,
58792,19985505,Jordan,Poole,Jordan Poole,J. Poole,1067671,33061,PG/SG,458,5900,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33061.png,https://dkn.gs/sports/images/nba/players/160/33061.png,"","",5772411,CHA @ GSW,CHA,TRUE, @ ,GSW,2021-11-04T02:00:00.0000000Z,5772411,CHA @ GSW,CHA,TRUE, @ ,GSW,2021-11-04T02:00:00.0000000Z,219,25.9,25.9,-2,24th,24,High,9,GSW,1067671-5772411,,
58792,19985874,Jarred,Vanderbilt,Jarred Vanderbilt,J. Vanderbilt,1067852,33027,PF/C,461,3600,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33027.png,https://dkn.gs/sports/images/nba/players/160/33027.png,"","",5775375,LAC @ MIN,LAC,TRUE, @ ,MIN,2021-11-04T00:00:00.0000000Z,5775375,LAC @ MIN,LAC,TRUE, @ ,MIN,2021-11-04T00:00:00.0000000Z,219,16.8,16.8,-2,14th,14,Medium,16,MIN,1067852-5775375,,
58792,19986876,Nick,Richards,Nick Richards,N. Richards,1067853,527249,C,462,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32904.png,https://dkn.gs/sports/images/nba/teams/160/32904.png,"","",5772411,CHA @ GSW,CHA,TRUE, @ ,GSW,2021-11-04T02:00:00.0000000Z,5772411,CHA @ GSW,CHA,TRUE, @ ,GSW,2021-11-04T02:00:00.0000000Z,219,5.1,5.1,-2,1st,1,Low,5312,CHA,1067853-5772411,,
58792,19986648,Kevin,Knox II,Kevin Knox II,K. Knox II,1067854,33241,PF,461,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33241.png,https://dkn.gs/sports/images/nba/players/160/33241.png,"","",5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,219,1.0,1.0,-2,15th,15,Medium,18,NYK,1067854-5773611,,
58792,19985584,PJ,Washington,PJ Washington,P. Washington,1067857,32950,PF/C,461,5200,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32950.png,https://dkn.gs/sports/images/nba/players/160/32950.png,"","",5772411,CHA @ GSW,CHA,TRUE, @ ,GSW,2021-11-04T02:00:00.0000000Z,5772411,CHA @ GSW,CHA,TRUE, @ ,GSW,2021-11-04T02:00:00.0000000Z,219,22.3,22.3,-2,28th,28,High,5312,CHA,1067857-5772411,,
58792,19986357,Matt,Lewis,Matt Lewis,M. Lewis,1070360,591854,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32935.png,https://dkn.gs/sports/images/nba/teams/160/32935.png,"","",5775375,LAC @ MIN,LAC,TRUE, @ ,MIN,2021-11-04T00:00:00.0000000Z,5775375,LAC @ MIN,LAC,TRUE, @ ,MIN,2021-11-04T00:00:00.0000000Z,-2,2nd,2,219,-,"",Low,16,MIN,1070360-5775375,,
58792,19986519,Matt,Coleman III,Matt Coleman III,M. Coleman III,1071925,592442,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32954.png,https://dkn.gs/sports/images/nba/teams/160/32954.png,"","",5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,-2,7th,7,219,-,"",Low,23,SAC,1071925-5773527,,
58792,19985391,Mo,Bamba,Mo Bamba,M. Bamba,1071928,33279,C,462,7300,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33279.png,https://dkn.gs/sports/images/nba/players/160/33279.png,"","",5775951,BOS @ ORL,BOS,TRUE, @ ,ORL,2021-11-03T23:00:00.0000000Z,5775951,BOS @ ORL,BOS,TRUE, @ ,ORL,2021-11-03T23:00:00.0000000Z,219,33.2,33.2,-2,20th,20,Medium,19,ORL,1071928-5775951,,
58792,19986646,Jericho,Sims,Jericho Sims,J. Sims,1071933,591062,C,462,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32940.png,https://dkn.gs/sports/images/nba/teams/160/32940.png,"","",5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,219,4.0,4.0,-2,8th,8,Low,18,NYK,1071933-5773611,,
58792,19985870,Maxi,Kleber,Maxi Kleber,M. Kleber,1072048,33003,PF/C,461,3700,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33003.png,https://dkn.gs/sports/images/nba/players/160/33003.png,"","",5776929,DAL @ SAS,DAL,TRUE, @ ,SAS,2021-11-04T00:30:00.0000000Z,5776929,DAL @ SAS,DAL,TRUE, @ ,SAS,2021-11-04T00:30:00.0000000Z,219,18.8,18.8,-2,12th,12,Medium,6,DAL,1072048-5776929,,
58792,19986361,Brian,Bowen II,Brian Bowen II,B. Bowen II,1076188,58903,SF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/58903.png,https://dkn.gs/sports/images/nba/players/160/58903.png,"","",5775375,LAC @ MIN,LAC,TRUE, @ ,MIN,2021-11-04T00:00:00.0000000Z,5775375,LAC @ MIN,LAC,TRUE, @ ,MIN,2021-11-04T00:00:00.0000000Z,-2,4th,4,219,-,"",Low,16,MIN,1076188-5775375,,
58792,19985867,Oshae,Brissett,Oshae Brissett,O. Brissett,1076192,58923,PF,461,3700,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/58923.png,https://dkn.gs/sports/images/nba/players/160/58923.png,"","",5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,219,8.9,8.9,-2,1st,1,Low,11,IND,1076192-5773611,,
58792,19985580,Marvin,Bagley III,Marvin Bagley III,M. Bagley III,1076209,33347,PF/C,461,5200,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33347.png,https://dkn.gs/sports/images/nba/players/160/33347.png,"","",5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,5773527,NOP @ SAC,NOP,TRUE, @ ,SAC,2021-11-04T02:00:00.0000000Z,219,6.5,6.5,-2,12th,12,Medium,23,SAC,1076209-5773527,,
58792,19986103,Paul,Reed,Paul Reed,P. Reed,1076238,527268,PF/C,461,3100,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32947.png,https://dkn.gs/sports/images/nba/teams/160/32947.png,"","",5776569,CHI @ PHI,CHI,TRUE, @ ,PHI,2021-11-03T23:00:00.0000000Z,5776569,CHI @ PHI,CHI,TRUE, @ ,PHI,2021-11-03T23:00:00.0000000Z,219,5.9,5.9,-2,19th,19,Medium,20,PHI,1076238-5776569,,
58792,19985629,Mitchell,Robinson,Mitchell Robinson,M. Robinson,1076265,33242,C,462,4700,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33242.png,https://dkn.gs/sports/images/nba/players/160/33242.png,"","",5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,219,24.5,24.5,-2,8th,8,Low,18,NYK,1076265-5773611,,
58792,19986861,Jalen,Crutcher,Jalen Crutcher,J. Crutcher,1076269,592426,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32904.png,https://dkn.gs/sports/images/nba/teams/160/32904.png,"","",5772411,CHA @ GSW,CHA,TRUE, @ ,GSW,2021-11-04T02:00:00.0000000Z,5772411,CHA @ GSW,CHA,TRUE, @ ,GSW,2021-11-04T02:00:00.0000000Z,-2,21st,21,219,-,"",High,5312,CHA,1076269-5772411,,
58792,19986079,Obi,Toppin,Obi Toppin,O. Toppin,1076274,527221,SF/PF,460,3100,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32940.png,https://dkn.gs/sports/images/nba/teams/160/32940.png,"","",5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,5773611,NYK @ IND,NYK,TRUE, @ ,IND,2021-11-03T23:00:00.0000000Z,219,15.0,15.0,-2,26th,26,High,18,NYK,1076274-5773611,,
58792,19986602,Bruno,Fernando,Bruno Fernando,B. Fernando,1076674,32858,C,462,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/32858.png,https://dkn.gs/sports/images/nba/players/160/32858.png,"","",5775951,BOS @ ORL,BOS,TRUE, @ ,ORL,2021-11-03T23:00:00.0000000Z,5775951,BOS @ ORL,BOS,TRUE, @ ,ORL,2021-11-03T23:00:00.0000000Z,219,0.0,0.0,-2,17th,17,Medium,2,BOS,1076674-5775951,,
58792,19986401,Yves,Pons,Yves Pons,Y. Pons,1077502,592422,SF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32929.png,https://dkn.gs/sports/images/nba/teams/160/32929.png,"","",5774679,DEN @ MEM,DEN,TRUE, @ ,MEM,2021-11-04T00:00:00.0000000Z,5774679,DEN @ MEM,DEN,TRUE, @ ,MEM,2021-11-04T00:00:00.0000000Z,-2,2nd,2,219,-,"",Low,29,MEM,1077502-5774679,,
58792,19986238,Joel,Ayayi,Joel Ayayi,J. Ayayi,1077553,591066,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32962.png,https://dkn.gs/sports/images/nba/teams/160/32962.png,"","",5772795,TOR @ WAS,TOR,TRUE, @ ,WAS,2021-11-03T23:00:00.0000000Z,5772795,TOR @ WAS,TOR,TRUE, @ ,WAS,2021-11-03T23:00:00.0000000Z,219,0.0,0.0,-2,18th,18,High,27,WAS,1077553-5772795,,
